Transaction_ID,Transaction_Date,SKU_ID,Product_Category,Customer_Name,Customer_Segment,List_Price,Invoice_Price,Unit_Cost,Quantity,On_Invoice_Disc,Off_Invoice_Rebate,Freight_Cost
TXN-1200,2026-01-04,MOTOR-X,Electronics,Murray Inc,Mid-Market,1474.63,1345.71,761.12,7,128.92,19.4,8.63
TXN-1201,2026-01-24,HOSE-09,Accessories,Jimenez Ltd,Retail,46.67,37.59,15.25,96,9.08,0.88,20.65
TXN-1202,2026-01-11,HOSE-09,Accessories,"Hill, Davenport and Baird",Mid-Market,45.56,36.43,16.1,71,9.13,0.97,25.72
TXN-1203,2026-01-10,HOSE-09,Accessories,"Thomas, Lee and Greene",Strategic,43.26,38.57,15.16,64,4.69,1.1,18.91
TXN-1204,2026-01-28,SEAL-05,Accessories,Shields LLC,Mid-Market,11.73,10.06,5.16,60,1.67,0.43,9.06
TXN-1205,2026-01-29,MOTOR-X,Electronics,Morgan-French,Retail,1427.39,1372.49,738.17,81,54.9,27.38,25.7
TXN-1206,2026-01-10,VALVE-22,Hydraulics,Campbell LLC,Mid-Market,122.44,100.17,64.03,16,22.27,4.55,26.15
TXN-1207,2026-01-31,PUMP-01,Industrial,"Duarte, Burns and Hernandez",Strategic,488.55,375.97,249.74,74,112.58,8.59,15.17
TXN-1208,2026-01-20,VALVE-22,Hydraulics,Cook-Hines,Mid-Market,117.3,104.81,64.68,72,12.49,1.74,26.04
TXN-1209,2026-01-14,VALVE-22,Hydraulics,Kane-Pollard,Mid-Market,124.76,121.77,56.0,46,2.99,4.54,11.84
TXN-1210,2026-01-09,MOTOR-X,Electronics,Hall-Rowe,Strategic,1491.47,1489.69,865.59,42,1.78,14.4,8.7
TXN-1211,2026-01-02,VALVE-22,Hydraulics,"Kennedy, Mcintyre and James",Retail,123.58,99.87,65.32,68,23.71,1.11,12.2
TXN-1212,2026-02-06,HOSE-09,Accessories,"Pollard, Simpson and Johnson",Distributor,44.1,36.99,15.3,81,7.11,0.9,17.02
TXN-1213,2026-01-19,HOSE-09,Accessories,"Rivera, Garcia and Kirk",Strategic,45.26,38.68,16.42,61,6.58,0.13,21.15
TXN-1214,2026-01-04,SEAL-05,Accessories,Smith-Thomas,Distributor,11.47,8.75,4.76,28,2.72,0.08,13.72
TXN-1215,2026-02-02,HOSE-09,Accessories,Jones LLC,Retail,42.97,36.38,14.49,48,6.59,1.3,27.44
TXN-1216,2026-01-13,MOTOR-X,Electronics,"Sanders, Miller and Murphy",Strategic,1506.89,1203.8,862.21,50,303.09,57.91,27.22
TXN-1217,2026-01-25,PUMP-01,Industrial,"James, Stewart and Higgins",Mid-Market,482.42,386.06,268.77,65,96.36,6.52,13.0
TXN-1218,2026-01-29,VALVE-22,Hydraulics,"Johnson, Jones and Welch",Distributor,122.89,98.38,65.55,68,24.51,2.39,15.74
TXN-1219,2026-02-04,SEAL-05,Accessories,Francis Group,Mid-Market,12.6,10.51,5.04,46,2.09,0.47,18.28
TXN-1220,2026-02-06,MOTOR-X,Electronics,"Padilla, Garcia and Jackson",Retail,1475.86,1328.0,828.13,71,147.86,35.22,12.45
TXN-1221,2026-01-12,MOTOR-X,Electronics,Williams Inc,Distributor,1563.79,1471.32,788.48,18,92.47,64.9,9.72
TXN-1222,2026-01-11,SEAL-05,Accessories,Jordan-Sanchez,Retail,11.54,11.53,4.72,65,0.01,0.09,5.8
TXN-1223,2026-01-16,MOTOR-X,Electronics,"Sparks, Jackson and Miller",Retail,1554.37,1229.37,836.72,74,325.0,8.79,17.35
TXN-1224,2026-02-02,MOTOR-X,Electronics,"Vega, Jimenez and Aguilar",Strategic,1542.87,1343.62,805.46,60,199.25,34.82,28.31
TXN-1225,2026-01-09,MOTOR-X,Electronics,"King, Scott and Smith",Distributor,1463.92,1370.23,860.37,78,93.69,16.68,15.58
TXN-1226,2026-01-30,PUMP-01,Industrial,Byrd-Moore,Mid-Market,512.31,395.63,245.34,35,116.68,6.72,24.93
TXN-1227,2026-01-17,HOSE-09,Accessories,Huerta-Evans,Distributor,44.57,42.19,16.36,7,2.38,1.05,8.51
TXN-1228,2026-02-05,SEAL-05,Accessories,"Wright, Bruce and Gonzalez",Mid-Market,12.27,11.5,4.82,66,0.77,0.52,25.8
TXN-1229,2026-01-15,SEAL-05,Accessories,Rodriguez-James,Strategic,12.41,11.29,4.74,19,1.12,0.02,17.55
TXN-1230,2026-01-14,HOSE-09,Accessories,Haney-Phillips,Distributor,45.23,36.88,14.16,85,8.35,0.66,10.79
TXN-1231,2026-02-06,PUMP-01,Industrial,"Foster, Smith and Grimes",Distributor,475.44,432.57,254.93,19,42.87,8.78,27.52
TXN-1232,2026-01-29,MOTOR-X,Electronics,Lozano Ltd,Strategic,1459.94,1433.6,859.88,26,26.34,8.81,20.37
TXN-1233,2026-01-19,PUMP-01,Industrial,Parsons-Hall,Strategic,520.29,440.66,241.52,3,79.63,21.04,23.32
TXN-1234,2026-01-30,SEAL-05,Accessories,Fields PLC,Distributor,11.41,8.59,4.56,90,2.82,0.07,25.58
TXN-1235,2026-01-10,VALVE-22,Hydraulics,"Saunders, Becker and Taylor",Strategic,123.66,105.29,55.58,50,18.37,4.15,23.22
TXN-1236,2026-01-04,VALVE-22,Hydraulics,"Lucas, Parker and Alexander",Strategic,124.72,103.47,56.37,58,21.25,0.46,9.25
TXN-1237,2026-01-22,VALVE-22,Hydraulics,"Anderson, Browning and Murphy",Distributor,116.46,101.27,61.57,82,15.19,4.12,10.61
TXN-1238,2026-01-16,PUMP-01,Industrial,Anderson PLC,Distributor,479.12,451.67,263.35,53,27.45,17.66,25.89
TXN-1239,2026-02-02,MOTOR-X,Electronics,Schmidt-Mcintyre,Distributor,1460.0,1165.26,866.34,77,294.74,22.35,20.82
TXN-1240,2026-01-31,MOTOR-X,Electronics,Sloan-Raymond,Retail,1514.67,1273.9,825.67,48,240.77,11.07,8.98
TXN-1241,2026-02-05,VALVE-22,Hydraulics,Francis-Morgan,Distributor,119.7,106.81,60.34,39,12.89,2.35,22.36
TXN-1242,2026-01-05,MOTOR-X,Electronics,Taylor and Sons,Mid-Market,1473.95,1262.15,771.7,99,211.8,53.76,9.17
TXN-1243,2026-02-01,SEAL-05,Accessories,"Craig, Sanders and Singleton",Mid-Market,11.84,10.91,4.99,42,0.93,0.2,25.19
TXN-1244,2026-01-21,VALVE-22,Hydraulics,Gibbs Inc,Mid-Market,120.43,101.38,60.16,22,19.05,0.4,15.38
TXN-1245,2026-01-10,PUMP-01,Industrial,Gibson Ltd,Distributor,521.27,497.87,256.43,50,23.4,14.13,15.61
TXN-1246,2026-01-28,MOTOR-X,Electronics,Richards-Carson,Retail,1509.67,1391.61,744.7,27,118.06,17.26,17.5
TXN-1247,2026-02-04,MOTOR-X,Electronics,Leonard Group,Distributor,1549.33,1297.21,769.86,77,252.12,48.6,18.82
TXN-1248,2026-01-01,SEAL-05,Accessories,"Murphy, Bishop and Holland",Strategic,11.69,11.14,5.47,21,0.55,0.11,18.16
TXN-1249,2026-01-24,HOSE-09,Accessories,Blankenship-Turner,Retail,46.07,43.44,15.96,43,2.63,0.67,21.8
TXN-1250,2026-01-16,VALVE-22,Hydraulics,Williams Inc,Mid-Market,119.25,118.93,61.33,98,0.32,4.86,27.98
TXN-1251,2026-01-12,HOSE-09,Accessories,Wilson-Young,Strategic,42.94,40.55,15.52,22,2.39,0.01,9.03
TXN-1252,2026-01-20,PUMP-01,Industrial,Chavez-Santiago,Retail,521.85,484.94,273.74,60,36.91,13.45,8.13
TXN-1253,2026-01-28,VALVE-22,Hydraulics,"Barnes, Newton and Moore",Distributor,120.5,111.45,54.45,61,9.05,3.38,6.25
TXN-1254,2026-01-16,SEAL-05,Accessories,Bass PLC,Distributor,12.28,9.49,4.56,4,2.79,0.25,15.09
TXN-1255,2026-01-16,HOSE-09,Accessories,Johnson-Wood,Mid-Market,46.15,43.09,14.54,92,3.06,0.78,5.01
TXN-1256,2026-01-17,VALVE-22,Hydraulics,Foley Inc,Mid-Market,117.55,93.98,57.9,59,23.57,0.86,14.62
TXN-1257,2026-02-06,PUMP-01,Industrial,Stephens-Levine,Retail,504.33,378.8,269.55,66,125.53,13.89,8.41
TXN-1258,2026-01-14,SEAL-05,Accessories,Hill-Donaldson,Mid-Market,11.78,9.25,5.12,42,2.53,0.44,7.9
TXN-1259,2026-02-05,MOTOR-X,Electronics,Davis-Lewis,Distributor,1546.03,1275.82,822.59,74,270.21,32.23,5.08
TXN-1260,2026-01-24,SEAL-05,Accessories,Williams LLC,Distributor,12.04,10.73,5.49,40,1.31,0.14,15.78
TXN-1261,2026-01-10,HOSE-09,Accessories,Buchanan and Sons,Retail,44.84,36.4,14.95,13,8.44,0.91,27.74
TXN-1262,2026-01-03,HOSE-09,Accessories,"Clark, Robinson and Kane",Distributor,44.42,34.97,13.55,91,9.45,0.89,21.11
TXN-1263,2026-01-13,PUMP-01,Industrial,Kramer PLC,Retail,485.98,384.35,248.81,32,101.63,0.55,15.7
TXN-1264,2026-01-01,MOTOR-X,Electronics,Huerta PLC,Strategic,1572.92,1349.16,810.07,14,223.76,13.96,5.26
TXN-1265,2026-01-10,SEAL-05,Accessories,Rodriguez Inc,Mid-Market,11.65,10.07,4.67,98,1.58,0.19,27.75
TXN-1266,2026-01-05,MOTOR-X,Electronics,Tyler-Young,Strategic,1497.66,1125.47,774.67,39,372.19,53.93,14.95
TXN-1267,2026-01-12,SEAL-05,Accessories,Baker and Sons,Retail,11.54,9.52,4.97,57,2.02,0.05,17.38
TXN-1268,2026-01-28,SEAL-05,Accessories,"Wilson, Brown and West",Distributor,11.46,10.3,4.91,8,1.16,0.36,29.52
TXN-1269,2026-01-14,HOSE-09,Accessories,"Rodriguez, Gordon and Dougherty",Strategic,46.06,42.67,15.49,51,3.39,1.37,14.66
TXN-1270,2026-01-02,PUMP-01,Industrial,"Boyd, Ellis and Maynard",Distributor,483.74,464.19,230.88,91,19.55,20.78,29.46
TXN-1271,2026-01-03,PUMP-01,Industrial,Boone-Simmons,Retail,519.13,407.26,270.39,50,111.87,17.97,6.36
TXN-1272,2026-01-04,MOTOR-X,Electronics,"Browning, Jones and Miller",Strategic,1525.22,1303.97,844.04,27,221.25,14.71,11.8
TXN-1273,2026-01-23,VALVE-22,Hydraulics,Martinez PLC,Strategic,121.2,113.53,55.03,69,7.67,1.98,29.87
TXN-1274,2026-01-24,PUMP-01,Industrial,"Joseph, James and Harper",Distributor,509.04,414.44,246.27,100,94.6,3.23,10.86
TXN-1275,2026-01-11,PUMP-01,Industrial,"Jacobs, Garcia and Miles",Strategic,518.74,466.03,272.82,14,52.71,10.29,20.33
TXN-1276,2026-02-01,PUMP-01,Industrial,"Rich, Arnold and Glenn",Mid-Market,475.28,375.0,259.14,81,100.28,9.46,25.04
TXN-1277,2026-01-16,HOSE-09,Accessories,Gutierrez Group,Mid-Market,45.56,44.18,13.52,99,1.38,1.29,23.91
TXN-1278,2026-01-15,HOSE-09,Accessories,"Davis, Simmons and Ortega",Mid-Market,45.12,33.94,13.65,5,11.18,0.53,8.03
TXN-1279,2026-01-14,PUMP-01,Industrial,Mcdaniel Group,Mid-Market,496.13,406.91,271.66,45,89.22,6.93,5.04
TXN-1280,2026-01-03,VALVE-22,Hydraulics,Davis Inc,Strategic,120.23,112.66,63.39,93,7.57,3.01,20.96
TXN-1281,2026-01-28,SEAL-05,Accessories,Cain-Hawkins,Distributor,11.64,9.7,4.65,42,1.94,0.34,25.27
TXN-1282,2026-01-22,SEAL-05,Accessories,"Hoffman, Santiago and Jenkins",Distributor,11.91,8.99,5.18,95,2.92,0.28,23.67
TXN-1283,2026-02-02,SEAL-05,Accessories,Parrish-Griffith,Distributor,12.37,10.99,4.99,73,1.38,0.43,22.16
TXN-1284,2026-02-05,VALVE-22,Hydraulics,"Edwards, Garcia and Romero",Mid-Market,119.53,103.4,57.05,31,16.13,2.09,25.14
TXN-1285,2026-01-06,PUMP-01,Industrial,Walker-Rodriguez,Strategic,523.4,518.33,240.9,74,5.07,4.43,27.24
TXN-1286,2026-02-01,HOSE-09,Accessories,Wilson-Ramirez,Mid-Market,46.71,44.06,13.69,81,2.65,0.13,14.94
TXN-1287,2026-01-09,PUMP-01,Industrial,Bruce-Villegas,Mid-Market,508.1,442.44,239.35,79,65.66,6.01,19.6
TXN-1288,2026-01-31,PUMP-01,Industrial,"Leonard, Hawkins and Lynch",Strategic,476.25,377.67,271.87,35,98.58,0.02,12.03
TXN-1289,2026-01-25,SEAL-05,Accessories,"Adams, White and Park",Retail,11.99,11.71,5.14,56,0.28,0.23,21.43
TXN-1290,2026-01-12,HOSE-09,Accessories,Bell-White,Mid-Market,43.5,42.3,14.8,18,1.2,1.77,14.16
TXN-1291,2026-01-06,PUMP-01,Industrial,"Morales, Thomas and Schultz",Retail,497.58,424.08,251.25,62,73.5,10.28,12.17
TXN-1292,2026-01-02,MOTOR-X,Electronics,"Moreno, Bennett and Chavez",Retail,1439.92,1123.29,752.97,81,316.63,45.94,25.2
TXN-1293,2026-01-06,PUMP-01,Industrial,Griffith-Frank,Strategic,509.32,464.2,249.92,66,45.12,8.76,12.42
TXN-1294,2026-01-22,MOTOR-X,Electronics,Ware and Sons,Mid-Market,1570.16,1228.4,728.03,38,341.76,34.45,6.78
TXN-1295,2026-01-06,HOSE-09,Accessories,"Williams, Miller and Ramos",Retail,44.66,39.76,15.82,19,4.9,0.52,20.8
TXN-1296,2026-01-16,PUMP-01,Industrial,"Ramos, Nelson and Fischer",Retail,510.57,445.74,226.64,6,64.83,6.33,16.28
TXN-1297,2026-01-05,PUMP-01,Industrial,Rodriguez-Gregory,Distributor,505.12,465.31,273.46,10,39.81,18.71,28.88
TXN-1298,2026-01-22,SEAL-05,Accessories,"Estrada, Williams and Foster",Mid-Market,12.59,10.68,5.04,10,1.91,0.29,11.05
TXN-1299,2026-01-23,HOSE-09,Accessories,Harris and Sons,Strategic,42.99,33.91,14.66,27,9.08,0.7,15.08
TXN-1300,2026-01-29,HOSE-09,Accessories,Roberts-Wilson,Distributor,43.45,37.31,15.91,82,6.14,0.08,25.14
TXN-1301,2026-01-19,MOTOR-X,Electronics,Thompson-James,Retail,1433.32,1242.68,811.71,85,190.64,14.74,22.15
TXN-1302,2026-01-27,VALVE-22,Hydraulics,"Hansen, Barnett and Gomez",Mid-Market,125.15,122.98,61.33,50,2.17,2.54,13.46
TXN-1303,2026-01-15,MOTOR-X,Electronics,"Williams, Smith and Morse",Distributor,1525.33,1487.45,853.85,71,37.88,0.42,29.41
TXN-1304,2026-02-01,MOTOR-X,Electronics,"Patterson, Sullivan and Bowman",Retail,1573.22,1379.57,777.49,18,193.65,10.91,16.54
TXN-1305,2026-01-11,VALVE-22,Hydraulics,Smith-Nguyen,Distributor,118.84,104.76,60.77,80,14.08,5.16,21.27
TXN-1306,2026-01-30,SEAL-05,Accessories,"Stevens, Norris and Cox",Mid-Market,11.6,9.65,5.2,95,1.95,0.15,28.37
TXN-1307,2026-01-17,HOSE-09,Accessories,Sanchez PLC,Strategic,43.52,38.48,16.39,71,5.04,0.28,25.15
TXN-1308,2026-01-15,PUMP-01,Industrial,Foster LLC,Retail,513.5,464.23,249.72,7,49.27,2.28,11.57
TXN-1309,2026-01-28,SEAL-05,Accessories,Cook and Sons,Distributor,12.36,10.68,4.63,52,1.68,0.13,29.61
TXN-1310,2026-01-03,PUMP-01,Industrial,"Wilson, Hicks and Bullock",Retail,511.37,425.5,259.24,85,85.87,12.19,16.36
TXN-1311,2026-01-13,VALVE-22,Hydraulics,"Mullen, Brewer and Hernandez",Strategic,122.76,105.43,65.33,13,17.33,2.49,10.42
TXN-1312,2026-01-04,PUMP-01,Industrial,Gonzalez-Morrison,Mid-Market,482.8,442.29,260.2,89,40.51,9.5,7.69
TXN-1313,2026-01-29,VALVE-22,Hydraulics,"Jones, Bean and Burton",Distributor,121.44,108.04,54.55,73,13.4,4.48,29.67
TXN-1314,2026-01-18,SEAL-05,Accessories,"Wolf, Cole and Glass",Retail,12.0,10.38,4.85,32,1.62,0.35,9.43
TXN-1315,2026-01-21,PUMP-01,Industrial,"Downs, Morris and Maddox",Mid-Market,475.77,434.3,267.85,35,41.47,6.24,9.79
TXN-1316,2026-01-12,PUMP-01,Industrial,Jones-Ramos,Retail,479.23,473.1,272.7,47,6.13,20.88,28.98
TXN-1317,2026-01-12,HOSE-09,Accessories,Vargas-Bell,Retail,44.16,35.69,14.71,87,8.47,0.24,13.17
TXN-1318,2026-01-03,MOTOR-X,Electronics,Hayes-Brown,Mid-Market,1516.06,1411.98,728.9,47,104.08,47.13,26.71
TXN-1319,2026-01-31,MOTOR-X,Electronics,Newman Inc,Retail,1545.06,1544.51,831.8,77,0.55,50.58,29.17
TXN-1320,2026-01-23,VALVE-22,Hydraulics,"Cruz, Carpenter and Best",Strategic,117.52,90.11,58.84,34,27.41,4.25,13.16
TXN-1321,2026-01-28,PUMP-01,Industrial,Cole PLC,Retail,512.02,495.87,272.99,36,16.15,13.33,24.85
TXN-1322,2026-01-25,MOTOR-X,Electronics,Jacobs-Mason,Strategic,1472.82,1460.62,796.18,77,12.2,68.0,15.09
TXN-1323,2026-02-05,VALVE-22,Hydraulics,Garcia-Nolan,Mid-Market,122.78,114.38,65.96,2,8.4,0.45,11.03
TXN-1324,2026-01-13,HOSE-09,Accessories,"Miller, Lucas and Williams",Mid-Market,44.58,43.68,15.85,27,0.9,1.91,12.72
TXN-1325,2026-01-27,SEAL-05,Accessories,Warren-Bishop,Strategic,11.46,9.97,4.65,69,1.49,0.17,24.19
TXN-1326,2026-01-14,SEAL-05,Accessories,Hughes-Schroeder,Distributor,12.42,11.45,4.88,89,0.97,0.36,17.77
TXN-1327,2026-01-26,PUMP-01,Industrial,Mccormick Ltd,Strategic,521.33,491.99,230.62,74,29.34,4.49,23.18
TXN-1328,2026-01-13,VALVE-22,Hydraulics,Davis-Gregory,Retail,120.92,104.47,62.2,18,16.45,2.71,19.05
TXN-1329,2026-01-11,SEAL-05,Accessories,"York, Brandt and Morrison",Mid-Market,11.98,9.72,5.05,83,2.26,0.16,9.83
TXN-1330,2026-01-06,PUMP-01,Industrial,Aguilar and Sons,Retail,495.91,440.75,229.84,87,55.16,12.96,24.88
TXN-1331,2026-02-03,SEAL-05,Accessories,Ponce-Hale,Mid-Market,12.43,10.92,5.15,94,1.51,0.08,7.89
TXN-1332,2026-01-15,MOTOR-X,Electronics,"Fletcher, Miller and Hansen",Retail,1427.55,1106.14,826.4,74,321.41,29.5,25.6
TXN-1333,2026-01-24,PUMP-01,Industrial,Li-Santiago,Distributor,492.37,431.66,246.17,60,60.71,19.52,7.59
TXN-1334,2026-01-31,HOSE-09,Accessories,"Osborn, Gaines and Davis",Strategic,45.25,43.82,14.02,70,1.43,1.3,27.58
TXN-1335,2026-01-25,VALVE-22,Hydraulics,"Cox, Cox and White",Mid-Market,117.06,106.38,65.12,73,10.68,3.09,16.43
TXN-1336,2026-01-08,PUMP-01,Industrial,Lee-Cooke,Strategic,490.82,398.39,267.53,54,92.43,12.07,9.24
TXN-1337,2026-01-06,HOSE-09,Accessories,Richard-Garcia,Retail,45.33,36.73,13.69,73,8.6,1.51,23.41
TXN-1338,2026-01-29,MOTOR-X,Electronics,"Stephenson, Johnson and Rogers",Mid-Market,1534.94,1364.09,776.9,97,170.85,11.65,21.11
TXN-1339,2026-01-29,SEAL-05,Accessories,Harper and Sons,Distributor,11.4,10.85,4.57,62,0.55,0.42,28.46
TXN-1340,2026-01-07,VALVE-22,Hydraulics,"Wise, Lamb and Martin",Retail,117.75,115.79,60.84,7,1.96,0.67,11.6
TXN-1341,2026-01-17,PUMP-01,Industrial,Diaz-Ball,Retail,520.24,472.5,253.77,49,47.74,1.06,16.01
TXN-1342,2026-02-05,VALVE-22,Hydraulics,"Mitchell, Goodman and Cole",Strategic,118.4,106.56,60.25,17,11.84,1.97,23.53
TXN-1343,2026-01-20,HOSE-09,Accessories,Sheppard-Mueller,Strategic,46.23,38.48,15.07,87,7.75,0.34,7.14
TXN-1344,2026-02-03,SEAL-05,Accessories,Richardson PLC,Distributor,12.44,11.3,5.25,67,1.14,0.54,17.62
TXN-1345,2026-02-06,VALVE-22,Hydraulics,Hammond-Strickland,Mid-Market,120.23,92.81,64.06,38,27.42,1.05,26.66
TXN-1346,2026-01-19,PUMP-01,Industrial,Burch-Montoya,Retail,481.88,383.63,234.31,54,98.25,1.07,7.91
TXN-1347,2026-01-30,HOSE-09,Accessories,Salas Inc,Mid-Market,45.06,38.71,13.8,10,6.35,1.68,16.67
TXN-1348,2026-01-24,SEAL-05,Accessories,Spencer-Garcia,Distributor,11.89,11.25,4.5,95,0.64,0.19,21.42
TXN-1349,2026-02-01,HOSE-09,Accessories,Mitchell and Sons,Distributor,46.58,45.47,13.62,84,1.11,0.19,19.62
TXN-1350,2026-01-11,SEAL-05,Accessories,"Hernandez, Kim and Potts",Retail,11.98,10.84,4.77,15,1.14,0.11,29.8
TXN-1351,2026-01-09,MOTOR-X,Electronics,Wilkerson-Arias,Strategic,1525.21,1437.4,724.06,67,87.81,69.99,26.47
TXN-1352,2026-01-16,SEAL-05,Accessories,Shaw-Young,Retail,11.81,10.53,5.28,80,1.28,0.38,27.92
TXN-1353,2026-02-06,SEAL-05,Accessories,Walker-Flores,Mid-Market,12.52,9.94,5.05,97,2.58,0.13,21.96
TXN-1354,2026-01-04,HOSE-09,Accessories,"Santos, Moody and Taylor",Retail,46.9,37.49,14.0,64,9.41,1.17,10.54
TXN-1355,2026-01-11,MOTOR-X,Electronics,Horton-Taylor,Retail,1574.66,1525.78,840.55,1,48.88,42.01,28.81
TXN-1356,2026-01-27,SEAL-05,Accessories,Gilbert-Bullock,Retail,12.49,11.66,4.84,50,0.83,0.35,15.37
TXN-1357,2026-01-01,HOSE-09,Accessories,Conley PLC,Retail,46.81,45.12,15.57,44,1.69,1.78,13.22
TXN-1358,2026-02-04,MOTOR-X,Electronics,"Rose, Rodriguez and Roberts",Strategic,1485.17,1324.78,865.59,6,160.39,32.84,23.89
TXN-1359,2026-01-12,PUMP-01,Industrial,Allen Ltd,Distributor,507.58,416.04,229.02,96,91.54,0.29,7.14
TXN-1360,2026-01-30,PUMP-01,Industrial,Brown-Copeland,Mid-Market,480.27,390.78,243.46,68,89.49,12.39,22.53
TXN-1361,2026-01-19,VALVE-22,Hydraulics,"Smith, Robertson and Allen",Retail,120.88,103.97,61.45,87,16.91,0.57,25.86
TXN-1362,2026-01-06,HOSE-09,Accessories,Smith-Gomez,Strategic,44.63,35.57,14.41,73,9.06,0.32,17.41
TXN-1363,2026-01-22,HOSE-09,Accessories,Beck Inc,Retail,45.41,43.82,15.6,55,1.59,0.99,12.6
TXN-1364,2026-01-20,HOSE-09,Accessories,Jones-Fox,Retail,44.43,38.35,13.92,85,6.08,1.85,10.42
TXN-1365,2026-01-19,MOTOR-X,Electronics,"Spencer, Myers and Harrison",Strategic,1477.71,1304.61,837.47,60,173.1,65.12,16.77
TXN-1366,2026-01-24,VALVE-22,Hydraulics,King-Smith,Strategic,118.07,91.58,61.47,67,26.49,3.95,25.0
TXN-1367,2026-01-30,SEAL-05,Accessories,Allen-Sandoval,Distributor,11.46,8.8,5.18,55,2.66,0.18,18.66
TXN-1368,2026-01-04,MOTOR-X,Electronics,"Moss, Cook and Williams",Mid-Market,1480.78,1364.42,870.6,38,116.36,21.93,16.47
TXN-1369,2026-01-21,SEAL-05,Accessories,"Thompson, Maxwell and Marshall",Distributor,11.71,10.86,5.29,96,0.85,0.31,16.76
TXN-1370,2026-01-26,MOTOR-X,Electronics,"White, Taylor and Baldwin",Mid-Market,1476.71,1162.23,820.24,26,314.48,12.58,16.01
TXN-1371,2026-02-04,MOTOR-X,Electronics,Carter Inc,Retail,1429.51,1276.15,787.68,35,153.36,50.63,21.27
TXN-1372,2026-01-30,VALVE-22,Hydraulics,Stewart LLC,Strategic,125.01,97.98,54.76,66,27.03,0.57,6.14
TXN-1373,2026-01-20,PUMP-01,Industrial,"Kennedy, Johnson and Lucas",Retail,510.12,390.76,256.89,13,119.36,4.01,10.63
TXN-1374,2026-01-11,VALVE-22,Hydraulics,Glenn LLC,Mid-Market,118.12,117.03,55.76,17,1.09,0.56,6.14
TXN-1375,2026-01-11,HOSE-09,Accessories,Kim-Ross,Retail,43.89,39.28,15.59,61,4.61,0.86,5.6
TXN-1376,2026-01-17,SEAL-05,Accessories,Morgan-Lopez,Strategic,12.28,12.13,4.78,96,0.15,0.35,22.1
TXN-1377,2026-01-26,MOTOR-X,Electronics,Glass-Stone,Mid-Market,1551.45,1368.04,830.55,90,183.41,51.61,5.13
TXN-1378,2026-01-30,MOTOR-X,Electronics,"Coleman, Jordan and Carney",Retail,1465.2,1138.0,809.72,30,327.2,54.93,8.63
TXN-1379,2026-01-07,PUMP-01,Industrial,Morris-Miller,Retail,524.6,518.88,268.33,44,5.72,11.19,28.18
TXN-1380,2026-01-25,MOTOR-X,Electronics,Griffin-Robbins,Distributor,1487.37,1178.99,849.93,7,308.38,42.05,20.58
TXN-1381,2026-01-07,MOTOR-X,Electronics,Bell-Williams,Distributor,1451.76,1148.22,782.49,94,303.54,12.05,9.56
TXN-1382,2026-02-02,HOSE-09,Accessories,Mendez-Graham,Distributor,44.84,39.59,14.69,11,5.25,1.47,26.6
TXN-1383,2026-01-24,VALVE-22,Hydraulics,Jones Ltd,Distributor,119.95,117.27,56.03,41,2.68,1.44,27.7
TXN-1384,2026-01-16,HOSE-09,Accessories,"Owen, Shelton and Cisneros",Mid-Market,44.87,35.67,16.29,19,9.2,0.2,22.88
TXN-1385,2026-01-06,MOTOR-X,Electronics,"Gregory, Kim and Martinez",Retail,1499.56,1160.92,802.04,36,338.64,22.09,13.12
TXN-1386,2026-01-09,MOTOR-X,Electronics,"Diaz, Reyes and Bradley",Retail,1476.53,1295.53,852.87,12,181.0,42.26,18.06
TXN-1387,2026-01-23,HOSE-09,Accessories,"Cole, Watson and Wallace",Distributor,46.19,43.02,14.59,26,3.17,0.98,26.06
TXN-1388,2026-01-03,PUMP-01,Industrial,Moreno Group,Distributor,498.21,415.15,233.64,17,83.06,1.01,15.82
TXN-1389,2026-01-12,VALVE-22,Hydraulics,Wright-Wilson,Mid-Market,118.92,114.5,65.88,67,4.42,4.5,12.16
TXN-1390,2026-01-28,MOTOR-X,Electronics,Holmes-Mcintyre,Mid-Market,1532.1,1309.4,776.88,23,222.7,5.87,27.94
TXN-1391,2026-01-05,PUMP-01,Industrial,Padilla-Lewis,Retail,507.16,463.11,248.32,100,44.05,9.71,8.03
TXN-1392,2026-01-23,VALVE-22,Hydraulics,"Hendricks, Henry and Martinez",Distributor,118.17,100.25,59.99,8,17.92,3.05,19.05
TXN-1393,2026-02-01,PUMP-01,Industrial,Thompson-Reeves,Distributor,519.46,414.16,262.03,46,105.3,12.52,22.27
TXN-1394,2026-02-06,HOSE-09,Accessories,"Ponce, Downs and Contreras",Strategic,46.9,42.39,15.71,93,4.51,1.91,22.26
TXN-1395,2026-01-27,MOTOR-X,Electronics,"Daniels, Vance and York",Retail,1479.21,1226.18,770.84,5,253.03,43.11,5.49
TXN-1396,2026-01-27,HOSE-09,Accessories,"Little, Leon and Hicks",Retail,45.92,38.31,13.57,77,7.61,0.59,21.11
TXN-1397,2026-01-05,MOTOR-X,Electronics,Conner and Sons,Mid-Market,1524.57,1240.94,721.66,31,283.63,37.73,15.25
TXN-1398,2026-01-30,VALVE-22,Hydraulics,Ward PLC,Strategic,122.49,113.4,63.48,12,9.09,3.77,23.36
TXN-1399,2026-01-14,SEAL-05,Accessories,"Anderson, Henson and Jones",Distributor,12.42,9.56,5.02,27,2.86,0.35,18.88
